38,1
39,3
40,7
41,11
42,15
43,29
44,45
45,56
46,60
47,56
48,69
49,70
50,81
51,65
52,51
53,40
54,55
55,48
56,40
57,40
58,23
59,23
60,14
61,15
62,11
63,12
64,10
65,7
66,2
67,4
68,7
69,2
70,5
71,3
72,6
74,3
75,3
76,1
78,1
79,2
81,1
83,1
85,1
88,1
